0 	0
0.020202 	0.281587
0.040404 	0.561442
0.0606061 	0.742193
0.0808081 	0.835478
0.10101 	0.925268
0.121212 	0.956363
0.141414 	0.987458
0.161616 	1.0065
0.181818 	1.01687
0.20202 	1.0265
0.222222 	1.02996
0.242424 	1.03341
0.262626 	1.03541
0.282828 	1.03656
0.30303 	1.03759
0.323232 	1.03798
0.343434 	1.03836
0.363636 	1.03857
0.383838 	1.0387
0.40404 	1.03881
0.424242 	1.03885
0.444444 	1.03889
0.464646 	1.03892
0.484848 	1.03893
0.505051 	1.03894
0.525253 	1.03895
0.545455 	1.03895
0.565657 	1.03896
0.585859 	1.03896
0.606061 	1.03896
0.626263 	1.03896
0.646465 	1.03896
0.666667 	1.03896
0.686869 	1.03896
0.707071 	1.03896
0.727273 	1.03896
0.747475 	1.03896
0.767677 	1.03896
0.787879 	1.03896
0.808081 	1.03896
0.828283 	1.03896
0.848485 	1.03896
0.868687 	1.03896
0.888889 	1.03896
0.909091 	1.03896
0.929293 	1.03896
0.949495 	1.03896
0.969697 	1.03896
0.989899 	1.03896
1.0101 	1.03896
1.0303 	1.03896
1.05051 	1.03896
1.07071 	1.03896
1.09091 	1.03896
1.11111 	1.03896
1.13131 	1.03896
1.15152 	1.03896
1.17172 	1.03896
1.19192 	1.03896
1.21212 	1.03896
1.23232 	1.03896
1.25253 	1.03896
1.27273 	1.03896
1.29293 	1.03896
1.31313 	1.03896
1.33333 	1.03896
1.35354 	1.03896
1.37374 	1.03896
1.39394 	1.03896
1.41414 	1.03896
1.43434 	1.03896
1.45455 	1.03895
1.47475 	1.03895
1.49495 	1.03894
1.51515 	1.03893
1.53535 	1.03892
1.55556 	1.03889
1.57576 	1.03885
1.59596 	1.03881
1.61616 	1.0387
1.63636 	1.03857
1.65657 	1.03836
1.67677 	1.03798
1.69697 	1.03759
1.71717 	1.03656
1.73737 	1.03541
1.75758 	1.03341
1.77778 	1.02996
1.79798 	1.0265
1.81818 	1.01687
1.83838 	1.0065
1.85859 	0.987458
1.87879 	0.956363
1.89899 	0.925268
1.91919 	0.835478
1.93939 	0.742193
1.9596 	0.561442
1.9798 	0.281587
2 	0
